Operator,SSE,Mission,Seg,Flight_segment,Type_segment,FLAP,Altitude,TAS,Time,Distance,Pressure,THRUST,Mass,ZFW,PL,FW,1g,Vertical maneuver,Vertical gust,Turn,Frontal gust,n0,Giro,Xcg(%CMA),Op-Mission,q,gamma,Mission_type
OpCA,2110017,SAR2,60,C- 4500,FLT-1,0,4000,142.0,0.6,1.4,,17.47,19021,16957,1678,2064,47.386,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR2,2902.805185446431,6.704708200069721,SAR/ISR
OpCA,2110017,SAR2,61,C- 5500,FLT-1,0,5000,144.0,0.61,1.4,,16.99,19021,16957,1678,2064,47.396,18.504,0.5217,6.989,,1.92,1.322,19.69,OpCA-SAR2,2896.356671191105,6.704708200069721,SAR/ISR
OpCA,2110017,SAR2,62,C- 6500,FLT-1,0,6000,146.0,0.63,1.6,,16.45,19021,16957,1678,2064,48.117,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR2,2888.184371431539,5.872890681248974,SAR/ISR
OpCA,2110017,SAR2,63,C- 7500,FLT-1,0,7000,149.0,0.66,1.6,,15.92,19021,16957,1678,2064,48.126,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR2,2917.351926986706,5.872890681248982,SAR/ISR
OpCA,2110017,SAR2,64,C- 8500,FLT-1,0,8000,151.0,0.68,1.7,,15.39,19021,16957,1678,2064,48.135,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR2,2905.165139294997,5.529633896008854,SAR/ISR
OpCA,2110017,SAR2,65,C- 9500,FLT-1,0,9000,153.0,0.71,1.8,,14.86,19021,16957,1678,2064,48.144,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR2,2891.362790520757,5.22418135450264,SAR/ISR
OpCA,2110017,SAR2,66,C-10500,FLT-1,0,10000,156.0,0.75,2.0,,14.39,19021,16957,1678,2064,48.152,18.227,0.5097,6.716,,1.97,1.369,19.69,OpCA-SAR2,2913.214292613266,4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,67,C-11500,FLT-1,0,11000,158.0,0.78,2.0,,13.95,19021,16957,1678,2064,48.886,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2895.610611891495,4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,68,C-12500,FLT-1,0,12000,160.0,0.81,2.2,,13.54,19021,16957,1678,2064,48.894,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2876.513641677983,4.278245866885832,SAR/ISR
OpCA,2110017,SAR2,69,C-13500,FLT-1,0,13000,163.0,0.84,2.2,,13.13,19021,16957,1678,2064,48.901,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2891.334688357465,4.278245866885845,SAR/ISR
OpCA,2110017,SAR2,70,C-14500,FLT-1,0,14000,166.0,0.88,2.5,,12.72,19021,16957,1678,2064,48.908,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2903.558922766346,3.766434321437909,SAR/ISR
OpCA,2110017,SAR2,71,C-15500,FLT-1,0,15000,168.0,0.93,2.6,,12.27,19021,16957,1678,2064,48.914,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2878.838858016343,3.621964763266269,SAR/ISR
OpCA,2110017,SAR2,72,C-16500,FLT-1,0,16000,171.0,1.0,2.8,,11.76,19021,16957,1678,2064,48.921,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2886.467732129722,3.363869852691651,SAR/ISR
OpCA,2110017,SAR2,73,C-17500,FLT-1,0,17000,174.0,1.07,3.1,,11.25,19021,16957,1678,2064,48.926,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2891.600955701582,3.038976841696354,SAR/ISR
OpCA,2110017,SAR2,74,C-18500,FLT-1,0,18000,177.0,1.17,3.4,,10.75,19021,16957,1678,2064,48.932,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2894.274589576001,2.771270008151049,SAR/ISR
OpCA,2110017,SAR2,75,C-19500,FLT-1,0,19000,180.0,1.29,3.9,,10.26,19021,16957,1678,2064,48.937,17.864,0.4947,6.414,,2.04,1.362,19.69,OpCA-SAR2,2894.527892303648,2.416431036166848,SAR/ISR
OpCA,2110017,SAR2,76,C-20500,FLT-1,0,20000,183.0,1.42,4.3,,9.82,18435,16957,1678,1478,47.73,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR2,2892.403139375782,2.191877225362163,SAR/ISR
OpCA,2110017,SAR2,77,C-21500,FLT-1,0,21000,186.0,1.58,4.9,,9.39,18435,16957,1678,1478,47.73,17.549,0.4907,6.282,,2.05,1.312,19.31,OpCA-SAR2,2887.945445989742,1.923699801603792,SAR/ISR
OpCA,2110017,SAR2,78,C-22500,FLT-1,0,22000,189.0,1.79,5.6,,8.98,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR2,2881.202593334139,1.683385556242199,SAR/ISR
OpCA,2110017,SAR2,79,C-23500,FLT-1,0,23000,192.0,2.05,6.6,,8.56,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR2,2872.224858381926,1.42844224207739,SAR/ISR
OpCA,2110017,SAR2,80,C-24500,FLT-1,0,24000,195.0,2.4,7.8,,8.15,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR2,2861.064847179346,1.208753021344813,SAR/ISR
OpCA,2110017,SAR2,81,C-25000,FLT-1,0,24750,198.0,1.39,4.6,,7.95,18435,16957,1678,1478,48.513,17.158,0.4726,5.978,,2.11,1.282,19.31,OpCA-SAR2,2873.019670170516,1.02485509537546,SAR/ISR
OpCA,2110017,SAR2,82,CRUISE,FLT-2,0,25000,245.0,15.96,65.0,,6.59,18435,16957,1678,1478,55.108,19.802,0.6128,6.367,,2.02,1.527,19.31,OpCA-SAR2,4360.214119233076,0.0,SAR/ISR
OpCA,2110017,SAR2,83,CRUISE,FLT-2,0,25000,239.0,3.84,15.3,,6.45,18435,16957,1678,1478,55.108,19.802,0.6128,6.367,,2.02,1.527,19.31,OpCA-SAR2,4149.267650224281,0.0,SAR/ISR
OpCA,2110017,SAR2,84,D-24000,FLT-3,0,24500,291.0,0.42,2.0,,-0.18,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6260.641519075557,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,85,D-23000,FLT-3,0,23500,286.0,0.42,2.0,,-0.16,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6263.034915144602,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,86,D-22000,FLT-3,0,22500,282.0,0.43,2.1,,-0.14,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6304.441024929991,-4.481160828076364,SAR/ISR
OpCA,2110017,SAR2,87,D-21000,FLT-3,0,21500,277.0,0.44,2.0,,-0.11,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6296.239230109132,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR2,88,D-20000,FLT-3,0,20500,273.0,0.44,2.0,,-0.09,18435,16957,1678,1478,62.024,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6328.488062322356,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR2,89,D-19000,FLT-3,0,19500,268.0,0.45,2.0,,-0.07,18435,16957,1678,1478,62.021,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6309.266049042501,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,9,C- 1500,FLT-1,0,750,146.0,1.0,2.5,,21.38,20976,16957,1678,4019,49.669,19.235,0.5679,7.27,,1.99,1.351,21.05,OpCA-SAR2,3380.153737760742,5.639520585950486,SAR/ISR
OpCA,2110017,SAR2,90,D-18000,FLT-3,0,18500,264.0,0.46,2.0,,-0.06,18435,16957,1678,1478,62.016,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6331.916152929224,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,91,D-17000,FLT-3,0,17500,260.0,0.46,2.0,,-0.05,18435,16957,1678,1478,62.011,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6350.052873530161,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,92,D-16000,FLT-3,0,16500,256.0,0.47,2.0,,-0.03,18435,16957,1678,1478,62.006,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6363.572576482793,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,93,D-15000,FLT-3,0,15500,252.0,0.47,1.9,,-0.02,18435,16957,1678,1478,62.0,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6372.376160980006,-4.950628551011974,SAR/ISR
OpCA,2110017,SAR2,94,D-14000,FLT-3,0,14500,248.0,0.48,2.0,,0.0,18435,16957,1678,1478,61.993,21.569,0.806,6.662,,1.9,1.874,19.31,OpCA-SAR2,6376.36937029992,-4.704237067623324,SAR/ISR
OpCA,2110017,SAR2,95,D-13000,FLT-3,0,13500,244.0,0.49,2.0,,0.02,18435,16957,1678,1478,62.052,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6375.463108608696,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,96,D-12000,FLT-3,0,12500,241.0,0.49,2.0,,0.03,18435,16957,1678,1478,62.045,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6422.764128302134,-4.704237067623295,SAR/ISR
OpCA,2110017,SAR2,97,D-11000,FLT-3,0,11500,237.0,0.5,1.9,,0.01,18435,16957,1678,1478,62.038,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6412.624344956228,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR2,98,D-10000,FLT-3,0,10500,233.0,0.51,2.0,,0.0,18435,16957,1678,1478,62.029,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6397.335695928814,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR2,99,D- 9000,FLT-3,0,9500,230.0,0.51,2.0,,-0.03,18435,16957,1678,1478,62.021,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR2,6432.646041115047,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR4-1,10,C- 2500,FLT-1,0,2000,143.0,0.63,1.5,,17.95,19994,16629,1410,3365,49.749,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3125.112686914427,6.261402966994317,SAR/ISR
OpCA,2110017,SAR4-1,11,C- 3500,FLT-1,0,3000,145.0,0.64,1.5,,17.52,19994,16629,1410,3365,49.76,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3118.882101809095,6.261402966994311,SAR/ISR
OpCA,2110017,SAR4-1,12,C- 4500,FLT-1,0,4000,147.0,0.65,1.6,,17.09,19994,16629,1410,3365,49.771,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3110.827080555043,5.872890681248982,SAR/ISR
OpCA,2110017,SAR4-1,13,C- 5500,FLT-1,0,5000,150.0,0.68,1.7,,16.61,19994,16629,1410,3365,49.781,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3142.748124122293,5.529633896008854,SAR/ISR
OpCA,2110017,SAR4-1,14,C- 6500,FLT-1,0,6000,152.0,0.7,1.8,,16.07,19994,16629,1410,3365,49.79,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3130.447162579953,5.224181354502632,SAR/ISR
OpCA,2110017,SAR4-1,15,C- 7500,FLT-1,0,7000,154.0,0.73,1.9,,15.54,19994,16629,1410,3365,49.8,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3116.432516572078,4.95062855101196,SAR/ISR
OpCA,2110017,SAR4-1,16,C- 8000,FLT-1,0,7750,156.0,0.38,0.9,,15.28,19994,16629,1410,3365,49.807,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-1,3124.820556455395,5.224181354502624,SAR/ISR
OpCA,2110017,SAR4-1,17,CRUISE,FLT-2,0,8000,203.0,10.98,37.1,,7.43,19994,16629,1410,3365,59.761,21.394,0.7362,6.825,,1.91,1.657,18.06,OpCA-SAR4-1,5250.600860716965,0.0,SAR/ISR
OpCA,2110017,SAR4-1,18,CRUISE,FLT-2,0,8000,202.0,11.01,37.2,,7.4,19994,16629,1410,3365,59.761,21.394,0.7362,6.825,,1.91,1.657,18.06,OpCA-SAR4-1,5198.998216911234,0.0,SAR/ISR
OpCA,2110017,SAR4-1,19,D- 7000,FLT-3,0,7500,223.0,0.55,2.0,,-0.09,19994,16629,1410,3365,64.425,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6434.85071277819,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR4-1,20,D- 6000,FLT-3,0,6500,220.0,0.55,2.1,,-0.15,19994,16629,1410,3365,64.416,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6458.401992024523,-4.481160828076371,SAR/ISR
OpCA,2110017,SAR4-1,21,D- 5000,FLT-3,0,5500,217.0,0.56,2.0,,-0.24,19994,16629,1410,3365,64.406,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6478.200648068861,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR4-1,22,D- 4000,FLT-3,0,4500,213.0,0.55,1.9,,-0.36,19994,16629,1410,3365,64.397,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6433.613503116796,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR4-1,23,D- 3000,FLT-3,0,3500,210.0,0.56,2.0,,-0.49,19994,16629,1410,3365,64.386,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6444.69152245498,-4.704237067623303,SAR/ISR
OpCA,2110017,SAR4-1,24,D- 2000,FLT-3,0,2500,207.0,0.55,1.9,,-0.63,19994,16629,1410,3365,64.375,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6451.790829338689,-4.950628551011955,SAR/ISR
OpCA,2110017,SAR4-1,25,D- 1500,FLT-3,0,1750,205.0,0.28,0.9,,-0.71,19994,16629,1410,3365,64.367,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-1,6470.232804476414,-5.224181354502632,SAR/ISR
OpCA,2110017,SAR4-1,26,CRUISE,FLT-4,10,1500,137.0,9.98,22.9,,7.06,19576,16629,1410,2947,50.5,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-1,2911.161523522807,0.0,SAR/ISR
OpCA,2110017,SAR4-1,27,CRUISE,FLT-4,10,1500,137.0,10.02,22.9,,7.03,19576,16629,1410,2947,50.5,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-1,2911.161523522807,0.0,SAR/ISR
OpCA,2110017,SAR4-1,28,D- 1000,FLT-3,10,1250,136.0,0.45,1.0,,-1.42,19576,16629,1410,2947,51.57,17.57,0.5097,5.759,3.35,1.98,1.595,17.69,OpCA-SAR4-1,2890.083514361937,-4.704237067623306,SAR/ISR
OpCA,2110017,SAR4-1,29,CRUISE,FLT-4,10,1000,136.0,9.98,22.6,,7.0,19576,16629,1410,2947,50.495,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-1,2911.469495228963,0.0,SAR/ISR
OpCA,2110017,SAR4-1,30,CRUISE,FLT-4,10,1000,135.0,10.02,22.6,,6.97,19576,16629,1410,2947,50.495,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-1,2868.811178122181,0.0,SAR/ISR
OpCA,2110017,SAR4-1,31,D- 500,FLT-3,10,750,135.0,0.45,1.0,,-1.51,19576,16629,1410,2947,51.564,17.57,0.5097,5.759,3.35,1.98,1.595,17.69,OpCA-SAR4-1,2890.00290254689,-4.704237067623308,SAR/ISR
OpCA,2110017,SAR4-1,32,CRUISE,FLT-4,10,500,134.0,9.98,22.3,,6.94,19576,16629,1410,2947,50.489,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-1,2868.343341940248,0.0,SAR/ISR
OpCA,2110017,SAR4-1,33,CRUISE,FLT-4,10,500,134.0,10.02,22.3,,6.91,19576,16629,1410,2947,50.489,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-1,2868.343341940248,0.0,SAR/ISR
OpCA,2110017,SAR4-1,34,CRUISE,FLT-9,10,500,129.0,4.49,9.6,,8.1,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-1,2658.281440923795,0.0,SAR/ISR
OpCA,2110017,SAR4-1,35,D- 150,FLT-10,10,325,135.0,0.3,0.68,,-1.56,19041,16629,1410,2412,51.005,17.461,0.5287,5.684,3.255,1.9,1.69,17.26,OpCA-SAR4-1,2926.303456860272,-4.841948509298153,SAR/ISR
OpCA,2110017,SAR4-1,36,C- 500,FLT-8,10,325,122.0,0.21,0.41,,20.54,19041,16629,1410,2412,43.868,17.185,0.4637,6.611,3.027,1.93,1.431,17.26,OpCA-SAR4-1,2389.854631106079,7.997375625721229,SAR/ISR
OpCA,2110017,SAR4-1,37,CRUISE,FLT-11,10,500,129.0,4.83,10.4,,8.08,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-1,2658.281440923795,0.0,SAR/ISR
OpCA,2110017,SAR4-1,38,D- 300,FLT-10,10,400,135.0,0.17,0.39,,-1.54,19041,16629,1410,2412,51.005,17.461,0.5287,5.684,3.255,1.9,1.69,17.26,OpCA-SAR4-1,2919.872269428399,-4.824296296072114,SAR/ISR
OpCA,2110017,SAR4-1,39,CRUISE,FLT-11,10,300,129.0,4.88,10.5,,8.06,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-1,2673.927553662731,0.0,SAR/ISR
OpCA,2110017,SAR4-1,40,C- 500,FLT-8,10,400,122.0,0.12,0.23,,20.54,19041,16629,1410,2412,43.868,17.185,0.4637,6.611,3.027,1.93,1.431,17.26,OpCA-SAR4-1,2384.602406484077,8.144413682170871,SAR/ISR
OpCA,2110017,SAR4-1,41,CRUISE,FLT-9,10,500,129.0,5.0,10.8,,8.04,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-1,2658.281440923795,0.0,SAR/ISR
OpCA,2110017,SAR4-1,42,D- 300,FLT-10,10,400,135.0,0.17,0.39,,-1.54,19041,16629,1410,2412,51.005,17.461,0.5287,5.684,3.255,1.9,1.69,17.26,OpCA-SAR4-1,2919.872269428399,-4.824296296072114,SAR/ISR
OpCA,2110017,SAR4-1,43,CRUISE,FLT-11,10,300,128.0,4.83,10.3,,8.02,19041,16629,1410,2412,49.096,17.524,0.5187,5.885,3.195,1.9,1.576,17.26,OpCA-SAR4-1,2632.631995625874,0.0,SAR/ISR
OpCA,2110017,SAR4-1,44,C- 1300,FLT-8,10,800,122.0,0.6,1.2,,20.16,19041,16629,1410,2412,43.786,17.014,0.4587,6.547,3.042,1.94,1.417,17.26,OpCA-SAR4-1,2356.739508619627,7.809339501322957,SAR/ISR
OpCA,2110017,SAR4-1,45,C- 2300,FLT-8,10,1800,124.0,0.61,1.3,,19.65,19041,16629,1410,2412,43.786,17.014,0.4587,6.547,3.042,1.94,1.417,17.26,OpCA-SAR4-1,2363.808489422061,7.215210799943852,SAR/ISR
OpCA,2110017,SAR4-1,46,C- 2500,FLT-8,10,2400,125.0,0.12,0.2,,19.55,19041,16629,1410,2412,43.786,17.014,0.4587,6.547,3.042,1.94,1.417,17.26,OpCA-SAR4-1,2359.675166282739,9.345892012609907,SAR/ISR
OpCA,2110017,SAR4-1,47,CRUISE,FLT-9,10,2500,132.0,14.0,30.8,,7.96,19041,16629,1410,2412,49.018,17.475,0.5167,5.876,3.197,1.91,1.569,17.26,OpCA-SAR4-1,2623.538551900799,0.0,SAR/ISR
OpCA,2110017,SAR4-1,48,CRUISE,FLT-9,10,2500,132.0,14.06,30.9,,7.91,18753,16629,1410,2124,47.292,16.752,0.4867,5.734,3.194,1.94,1.506,17.04,OpCA-SAR4-1,2623.538551900799,0.0,SAR/ISR
OpCA,2110017,SAR4-1,49,CRUISE,FLT-9,10,2500,132.0,5.6,12.3,,7.89,18753,16629,1410,2124,47.292,16.752,0.4867,5.734,3.194,1.94,1.506,17.04,OpCA-SAR4-1,2623.538551900799,0.0,SAR/ISR
OpCA,2110017,SAR4-1,50,D- 1500,FLT-3,0,2000,206.0,0.53,1.8,,-0.71,18753,16629,1410,2124,62.948,21.905,0.8556,6.768,,1.82,2.01,17.04,OpCA-SAR4-1,6485.26979225882,-5.224181354502637,SAR/ISR
OpCA,2110017,SAR4-1,51,APPROACH,FLT-3,15,750,117.0,1.5,5.0,,4.92,18753,16629,1410,2124,43.324,16.394,0.4336,5.48,3.305,1.94,1.607,17.04,OpCA-SAR4-1,2170.713291246331,0.0,SAR/ISR
OpCA,2110017,SAR4-1,52,F/APPRO.,FLT-3,23,25,109.0,0.5,0.2,,-3.1,18753,16629,1410,2124,43.615,14.553,0.4016,4.978,3.51,1.95,1.505,17.04,OpCA-SAR4-1,1924.517721398697,0.0,SAR/ISR
OpCA,2110017,SAR4-1,9,C- 1500,FLT-1,0,750,142.0,1.0,2.5,,21.77,19994,16629,1410,3365,48.639,19.394,0.5548,7.438,,1.95,1.286,18.06,OpCA-SAR4-1,3197.477011081236,5.639520585950486,SAR/ISR
OpCA,2110017,SAR4-2,10,C- 2500,FLT-1,0,2000,143.0,0.63,1.5,,17.95,19994,16629,1410,3365,49.749,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3125.112686914427,6.261402966994317,SAR/ISR
OpCA,2110017,SAR4-2,11,C- 3500,FLT-1,0,3000,145.0,0.64,1.5,,17.52,19994,16629,1410,3365,49.76,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3118.882101809095,6.261402966994311,SAR/ISR
OpCA,2110017,SAR4-2,12,C- 4500,FLT-1,0,4000,147.0,0.65,1.6,,17.09,19994,16629,1410,3365,49.771,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3110.827080555043,5.872890681248982,SAR/ISR
OpCA,2110017,SAR4-2,13,C- 5500,FLT-1,0,5000,150.0,0.68,1.7,,16.61,19994,16629,1410,3365,49.781,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3142.748124122293,5.529633896008854,SAR/ISR
OpCA,2110017,SAR4-2,14,C- 6500,FLT-1,0,6000,152.0,0.7,1.8,,16.07,19994,16629,1410,3365,49.79,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3130.447162579953,5.224181354502632,SAR/ISR
OpCA,2110017,SAR4-2,15,C- 7500,FLT-1,0,7000,154.0,0.73,1.9,,15.54,19994,16629,1410,3365,49.8,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3116.432516572078,4.95062855101196,SAR/ISR
OpCA,2110017,SAR4-2,16,C- 8000,FLT-1,0,7750,156.0,0.38,0.9,,15.28,19994,16629,1410,3365,49.807,18.668,0.5398,6.838,,1.99,1.331,18.06,OpCA-SAR4-2,3124.820556455395,5.224181354502624,SAR/ISR
OpCA,2110017,SAR4-2,17,CRUISE,FLT-2,0,8000,203.0,10.98,37.1,,7.43,19994,16629,1410,3365,59.761,21.394,0.7362,6.825,,1.91,1.657,18.06,OpCA-SAR4-2,5250.600860716965,0.0,SAR/ISR
OpCA,2110017,SAR4-2,18,CRUISE,FLT-2,0,8000,202.0,11.01,37.2,,7.4,19994,16629,1410,3365,59.761,21.394,0.7362,6.825,,1.91,1.657,18.06,OpCA-SAR4-2,5198.998216911234,0.0,SAR/ISR
OpCA,2110017,SAR4-2,19,D- 7000,FLT-3,0,7500,223.0,0.55,2.0,,-0.09,19994,16629,1410,3365,64.425,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6434.85071277819,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR4-2,20,D- 6000,FLT-3,0,6500,220.0,0.55,2.1,,-0.15,19994,16629,1410,3365,64.416,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6458.401992024523,-4.481160828076371,SAR/ISR
OpCA,2110017,SAR4-2,21,D- 5000,FLT-3,0,5500,217.0,0.56,2.0,,-0.24,19994,16629,1410,3365,64.406,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6478.200648068861,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR4-2,22,D- 4000,FLT-3,0,4500,213.0,0.55,1.9,,-0.36,19994,16629,1410,3365,64.397,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6433.613503116796,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR4-2,23,D- 3000,FLT-3,0,3500,210.0,0.56,2.0,,-0.49,19994,16629,1410,3365,64.386,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6444.69152245498,-4.704237067623303,SAR/ISR
OpCA,2110017,SAR4-2,24,D- 2000,FLT-3,0,2500,207.0,0.55,1.9,,-0.63,19994,16629,1410,3365,64.375,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6451.790829338689,-4.950628551011955,SAR/ISR
OpCA,2110017,SAR4-2,25,D- 1500,FLT-3,0,1750,205.0,0.28,0.9,,-0.71,19994,16629,1410,3365,64.367,22.359,0.8448,6.925,,1.87,1.969,18.06,OpCA-SAR4-2,6470.232804476414,-5.224181354502632,SAR/ISR
OpCA,2110017,SAR4-2,26,CRUISE,FLT-4,10,1500,137.0,9.98,22.9,,7.06,19576,16629,1410,2947,50.5,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-2,2911.161523522807,0.0,SAR/ISR
OpCA,2110017,SAR4-2,27,CRUISE,FLT-4,10,1500,137.0,10.02,22.9,,7.03,19576,16629,1410,2947,50.5,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-2,2911.161523522807,0.0,SAR/ISR
OpCA,2110017,SAR4-2,28,D- 1000,FLT-3,10,1250,136.0,0.45,1.0,,-1.42,19576,16629,1410,2947,51.57,17.57,0.5097,5.759,3.35,1.98,1.595,17.69,OpCA-SAR4-2,2890.083514361937,-4.704237067623306,SAR/ISR
OpCA,2110017,SAR4-2,29,CRUISE,FLT-4,10,1000,136.0,9.98,22.6,,7.0,19576,16629,1410,2947,50.495,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-2,2911.469495228963,0.0,SAR/ISR
OpCA,2110017,SAR4-2,30,CRUISE,FLT-4,10,1000,135.0,10.02,22.6,,6.97,19576,16629,1410,2947,50.495,18.007,0.5157,6.017,3.276,1.98,1.543,17.69,OpCA-SAR4-2,2868.811178122181,0.0,SAR/ISR
OpCA,2110017,SAR4-2,31,D- 500,FLT-3,10,750,135.0,0.45,1.0,,-1.51,19576,16629,1410,2947,51.564,17.57,0.5097,5.759,3.35,1.98,1.595,17.69,OpCA-SAR4-2,2890.00290254689,-4.704237067623308,SAR/ISR
