Operator,SSE,Mission,Seg,Flight_segment,Type_segment,FLAP,Altitude,TAS,Time,Distance,Pressure,THRUST,Mass,ZFW,PL,FW,1g,Vertical maneuver,Vertical gust,Turn,Frontal gust,n0,Giro,Xcg(%CMA),Op-Mission,q,gamma,Mission_type
OpCA,2110017,LT1,43,D-24000,FLT-3,0,24500,291.0,0.4,1.9,,-0.18,17583,15184,680,2399,58.935,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6260.641519075557,-4.950628551011944,Ferry
OpCA,2110017,LT1,44,D-23000,FLT-3,0,23500,286.0,0.4,1.9,,-0.16,17583,15184,680,2399,58.935,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6263.034915144602,-4.950628551011944,Ferry
OpCA,2110017,LT1,45,D-22000,FLT-3,0,22500,282.0,0.41,1.9,,-0.14,17583,15184,680,2399,58.935,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6304.441024929991,-4.950628551011944,Ferry
OpCA,2110017,LT1,46,D-21000,FLT-3,0,21500,277.0,0.42,1.9,,-0.11,17583,15184,680,2399,58.935,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6296.239230109132,-4.950628551011974,Ferry
OpCA,2110017,LT1,47,D-20000,FLT-3,0,20500,273.0,0.42,2.0,,-0.09,17583,15184,680,2399,58.935,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6328.488062322356,-4.704237067623324,Ferry
OpCA,2110017,LT1,48,D-19000,FLT-3,0,19500,268.0,0.43,1.9,,-0.07,17583,15184,680,2399,58.932,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6309.266049042501,-4.950628551011944,Ferry
OpCA,2110017,LT1,49,D-18000,FLT-3,0,18500,264.0,0.43,1.9,,-0.06,17583,15184,680,2399,58.927,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6331.916152929224,-4.950628551011944,Ferry
OpCA,2110017,LT1,50,D-17000,FLT-3,0,17500,260.0,0.44,1.9,,-0.05,17583,15184,680,2399,58.922,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6350.052873530161,-4.950628551011944,Ferry
OpCA,2110017,LT1,51,D-16000,FLT-3,0,16500,256.0,0.45,1.9,,-0.03,17583,15184,680,2399,58.917,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6363.572576482793,-4.950628551011944,Ferry
OpCA,2110017,LT1,52,D-15000,FLT-3,0,15500,252.0,0.45,1.8,,-0.02,17583,15184,680,2399,58.911,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6372.376160980006,-5.224181354502656,Ferry
OpCA,2110017,LT1,53,D-14000,FLT-3,0,14500,248.0,0.46,1.9,,0.0,17583,15184,680,2399,58.904,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6376.36937029992,-4.950628551011974,Ferry
OpCA,2110017,LT1,54,D-13000,FLT-3,0,13500,244.0,0.46,1.9,,0.02,17583,15184,680,2399,58.897,20.274,0.773,6.257,,1.96,1.784,20.44,OpCA-LT1,6375.463108608696,-4.95062855101196,Ferry
OpCA,2110017,LT1,55,D-12000,FLT-3,0,12500,241.0,0.47,1.9,,0.03,17583,15184,680,2399,58.96,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6422.764128302134,-4.950628551011944,Ferry
OpCA,2110017,LT1,56,D-11000,FLT-3,0,11500,237.0,0.48,1.9,,0.01,17583,15184,680,2399,58.952,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6412.624344956228,-4.95062855101196,Ferry
OpCA,2110017,LT1,57,D-10000,FLT-3,0,10500,233.0,0.48,1.8,,0.0,17583,15184,680,2399,58.944,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6397.335695928814,-5.22418135450264,Ferry
OpCA,2110017,LT1,58,D- 9000,FLT-3,0,9500,230.0,0.48,1.9,,-0.03,17583,15184,680,2399,58.936,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6432.646041115047,-4.95062855101196,Ferry
OpCA,2110017,LT1,59,D- 8000,FLT-3,0,8500,226.0,0.49,1.8,,-0.06,17583,15184,680,2399,58.928,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6407.63147944764,-5.22418135450264,Ferry
OpCA,2110017,LT1,60,D- 7000,FLT-3,0,7500,223.0,0.5,1.9,,-0.09,17583,15184,680,2399,58.919,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6434.85071277819,-4.95062855101196,Ferry
OpCA,2110017,LT1,61,D- 6000,FLT-3,0,6500,220.0,0.5,1.8,,-0.15,17583,15184,680,2399,58.91,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6458.401992024523,-5.224181354502632,Ferry
OpCA,2110017,LT1,62,D- 5000,FLT-3,0,5500,217.0,0.5,1.8,,-0.24,17583,15184,680,2399,58.9,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6478.200648068861,-5.22418135450264,Ferry
OpCA,2110017,LT1,63,D- 4000,FLT-3,0,4500,213.0,0.5,1.7,,-0.36,17583,15184,680,2399,58.891,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6433.613503116796,-5.529633896008854,Ferry
OpCA,2110017,LT1,64,D- 3000,FLT-3,0,3500,210.0,0.49,1.8,,-0.49,17583,15184,680,2399,58.88,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6444.69152245498,-5.224181354502632,Ferry
OpCA,2110017,LT1,65,D- 2000,FLT-3,0,2500,207.0,0.5,1.7,,-0.63,17583,15184,680,2399,58.869,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6451.790829338689,-5.529633896008852,Ferry
OpCA,2110017,LT1,66,D- 1500,FLT-3,0,1750,205.0,0.25,0.8,,-0.71,17583,15184,680,2399,58.861,20.235,0.8037,6.243,,1.91,1.842,20.44,OpCA-LT1,6470.232804476414,-5.872890681248974,Ferry
OpCA,2110017,LT1,67,APPROACH,FLT-3,15,750,112.0,1.5,5.0,,5.17,17583,15184,680,2399,39.235,14.725,0.3957,4.959,3.048,2.01,1.508,20.44,OpCA-LT1,1989.146579399078,0.0,Ferry
OpCA,2110017,LT1,68,F/APPRO.,FLT-3,23,25,104.0,0.5,0.2,,-2.91,17583,15184,680,2399,39.554,12.858,0.3646,4.439,3.279,2.01,1.413,20.44,OpCA-LT1,1752.00603271175,0.0,Ferry
OpCA,2110017,LT1,9,C- 1500,FLT-1,0,750,135.0,1.0,2.5,,22.5,18268,15184,680,3084,43.262,17.804,0.5028,7.027,,1.98,1.16,20.91,OpCA-LT1,2890.00290254689,5.639520585950486,Ferry
OpCA,2110017,PT1,10,C- 2500,FLT-1,0,2000,133.0,0.5,1.1,,18.82,17219,15244,272,1975,42.084,16.801,0.4807,6.482,,1.97,1.124,16.43,OpCA-PT1,2703.316461383407,8.509309814271294,Training
OpCA,2110017,PT1,11,C- 3000,FLT-1,0,2750,134.0,0.25,0.6,,18.58,17219,15244,272,1975,42.092,16.801,0.4807,6.482,,1.97,1.124,16.43,OpCA-PT1,2683.574795926388,7.809339501322961,Training
OpCA,2110017,PT1,12,CRUISE,FLT-2,0,3000,198.0,11.26,37.1,,7.51,17219,15244,272,1975,55.514,19.642,0.7624,6.169,,1.9,1.587,16.43,OpCA-PT1,5815.584015187814,0.0,Training
OpCA,2110017,PT1,13,D- 2000,FLT-3,0,2500,207.0,0.5,1.7,,-0.63,17219,15244,272,1975,58.297,20.008,0.8135,6.174,,1.89,1.839,16.43,OpCA-PT1,6451.790829338689,-5.529633896008852,Training
OpCA,2110017,PT1,14,D- 1500,FLT-3,0,1750,205.0,0.24,0.8,,-0.71,17219,15244,272,1975,58.289,20.008,0.8135,6.174,,1.89,1.839,16.43,OpCA-PT1,6470.232804476414,-5.872890681248974,Training
OpCA,2110017,PT1,15,APPROACH,FLT-3,15,850,112.0,1.3,5.0,,5.17,17219,15244,272,1975,38.819,14.662,0.3976,4.927,3.03,1.99,1.438,16.43,OpCA-PT1,1983.30234185665,0.0,Training
OpCA,2110017,PT1,16,C- 1500,FLT-1,0,850,132.0,0.9,2.5,,22.82,17219,15244,272,1975,41.048,17.374,0.4837,7.013,,1.96,1.04,16.43,OpCA-PT1,2754.867666175883,4.891510987636478,Training
OpCA,2110017,PT1,17,C- 2500,FLT-1,0,2000,132.0,0.49,1.1,,18.91,17219,15244,272,1975,42.084,16.801,0.4807,6.482,,1.97,1.124,16.43,OpCA-PT1,2662.817910743654,8.509309814271294,Training
OpCA,2110017,PT1,18,C- 3000,FLT-1,0,2750,133.0,0.25,0.5,,18.67,17219,15244,272,1975,42.092,16.801,0.4807,6.482,,1.97,1.124,16.43,OpCA-PT1,2643.670893581081,9.345892012609909,Training
OpCA,2110017,PT1,19,CRUISE,FLT-2,0,3000,197.0,11.33,37.3,,7.48,17219,15244,272,1975,55.514,19.642,0.7624,6.169,,1.9,1.587,16.43,OpCA-PT1,5756.989083905311,0.0,Training
OpCA,2110017,PT1,20,D- 2000,FLT-3,0,2500,207.0,0.49,1.7,,-0.63,17219,15244,272,1975,58.297,20.008,0.8135,6.174,,1.89,1.839,16.43,OpCA-PT1,6451.790829338689,-5.529633896008852,Training
OpCA,2110017,PT1,21,D- 1500,FLT-3,0,1750,205.0,0.25,0.8,,-0.71,17219,15244,272,1975,58.289,20.008,0.8135,6.174,,1.89,1.839,16.43,OpCA-PT1,6470.232804476414,-5.872890681248974,Training
OpCA,2110017,PT1,22,APPROACH,FLT-3,15,850,112.0,1.3,5.0,,5.17,17219,15244,272,1975,38.819,14.662,0.3976,4.927,3.03,1.99,1.438,16.43,OpCA-PT1,1983.30234185665,0.0,Training
OpCA,2110017,PT1,23,C- 1500,FLT-1,0,850,131.0,0.9,2.5,,22.93,16700,15244,272,1456,39.924,17.057,0.4797,6.906,,1.96,1.019,15.95,OpCA-PT1,2713.285354639826,4.891510987636478,Training
OpCA,2110017,PT1,24,C- 2500,FLT-1,0,2000,131.0,0.49,1.0,,19.0,16700,15244,272,1456,40.568,16.333,0.4677,6.359,,1.97,1.074,15.95,OpCA-PT1,2622.625009542691,9.345892012609903,Training
OpCA,2110017,PT1,25,C- 3000,FLT-1,0,2750,132.0,0.24,0.6,,18.76,16700,15244,272,1456,40.576,16.333,0.4677,6.359,,1.97,1.074,15.95,OpCA-PT1,2604.065896871319,7.809339501322961,Training
OpCA,2110017,PT1,26,CRUISE,FLT-2,0,3000,197.0,11.35,37.3,,7.46,16700,15244,272,1456,54.613,19.184,0.7744,6.01,,1.89,1.571,15.95,OpCA-PT1,5756.989083905311,0.0,Training
OpCA,2110017,PT1,27,D- 2000,FLT-3,0,2500,207.0,0.49,1.7,,-0.63,16700,15244,272,1456,56.917,19.455,0.8064,6.0,,1.89,1.803,15.95,OpCA-PT1,6451.790829338689,-5.529633896008852,Training
OpCA,2110017,PT1,28,D- 1500,FLT-3,0,1750,205.0,0.24,0.8,,-0.71,16700,15244,272,1456,56.909,19.455,0.8064,6.0,,1.89,1.803,15.95,OpCA-PT1,6470.232804476414,-5.872890681248974,Training
OpCA,2110017,PT1,29,APPROACH,FLT-3,15,850,111.0,1.3,5.0,,5.22,16700,15244,272,1456,37.583,14.299,0.3886,4.797,2.963,2.0,1.434,15.95,OpCA-PT1,1948.044336257636,0.0,Training
OpCA,2110017,PT1,30,C- 1500,FLT-1,0,850,130.0,0.9,2.5,,23.04,16700,15244,272,1456,39.924,17.057,0.4797,6.906,,1.96,1.019,15.95,OpCA-PT1,2672.01925840062,4.891510987636478,Training
OpCA,2110017,PT1,31,C- 2500,FLT-1,0,2000,131.0,0.48,1.0,,19.0,16700,15244,272,1456,40.568,16.333,0.4677,6.359,,1.97,1.074,15.95,OpCA-PT1,2622.625009542691,9.345892012609903,Training
OpCA,2110017,PT1,32,C- 3000,FLT-1,0,2750,132.0,0.24,0.6,,18.76,16700,15244,272,1456,40.576,16.333,0.4677,6.359,,1.97,1.074,15.95,OpCA-PT1,2604.065896871319,7.809339501322961,Training
OpCA,2110017,PT1,33,CRUISE,FLT-2,0,3000,197.0,11.3,37.2,,7.44,16700,15244,272,1456,54.613,19.184,0.7744,6.01,,1.89,1.571,15.95,OpCA-PT1,5756.989083905311,0.0,Training
OpCA,2110017,PT1,34,D- 2000,FLT-3,0,2500,207.0,0.48,1.7,,-0.63,16700,15244,272,1456,56.917,19.455,0.8064,6.0,,1.89,1.803,15.95,OpCA-PT1,6451.790829338689,-5.529633896008852,Training
OpCA,2110017,PT1,35,D- 1500,FLT-3,0,1750,205.0,0.24,0.8,,-0.71,16700,15244,272,1456,56.909,19.455,0.8064,6.0,,1.89,1.803,15.95,OpCA-PT1,6470.232804476414,-5.872890681248974,Training
OpCA,2110017,PT1,36,APPROACH,FLT-3,15,850,111.0,1.3,5.0,,5.22,16700,15244,272,1456,37.583,14.299,0.3886,4.797,2.963,2.0,1.434,15.95,OpCA-PT1,1948.044336257636,0.0,Training
OpCA,2110017,PT1,37,C- 1000,FLT-1,0,600,128.0,0.5,2.5,,23.25,16700,15244,272,1456,39.921,17.057,0.4797,6.906,,1.96,1.019,15.95,OpCA-PT1,2609.551187575269,3.014710054060945,Training
OpCA,2110017,PT1,38,CRUISE,FLT-2,0,1000,195.0,5.0,16.3,,7.63,16700,15244,272,1456,54.59,19.184,0.7744,6.01,,1.89,1.571,15.95,OpCA-PT1,5985.544309909243,0.0,Training
OpCA,2110017,PT1,39,APPROACH,FLT-3,15,500,110.0,1.0,5.0,,5.27,16700,15244,272,1456,37.579,14.299,0.3886,4.797,2.963,2.0,1.434,15.95,OpCA-PT1,1932.88897513238,0.0,Training
OpCA,2110017,PT1,40,F/APPRO.,FLT-3,23,25,101.0,0.5,0.2,,-2.8,16700,15244,272,1456,37.676,12.079,0.3496,4.195,3.237,2.01,1.267,15.95,OpCA-PT1,1652.386606850274,0.0,Training
OpCA,2110017,PT1,9,C- 1500,FLT-1,0,750,131.0,1.0,2.5,,22.93,17219,15244,272,1975,41.047,17.374,0.4837,7.013,,1.96,1.04,16.43,OpCA-PT1,2721.280648044291,5.639520585950486,Training
OpCA,2110017,PT2,10,APPROACH,FLT-3,15,500,108.0,1.0,5.0,,5.37,16087,15244,272,843,35.971,13.664,0.3746,4.602,2.902,2.01,1.36,15.35,OpCA-PT2,1863.241074871411,0.0,Training
OpCA,2110017,PT2,11,F/APPRO.,FLT-3,23,25,101.0,0.5,0.2,,-2.8,16087,15244,272,843,36.439,12.031,0.3466,4.135,3.128,2.03,1.276,15.35,OpCA-PT2,1652.386606850274,0.0,Training
OpCA,2110017,PT2,8,C- 1000,FLT-1,0,500,126.0,0.7,2.5,,23.47,16087,15244,272,843,37.66,16.383,0.4557,6.802,,1.99,0.936,15.35,OpCA-PT2,2536.078129686088,3.766434321437896,Training
OpCA,2110017,PT2,9,CRUISE,FLT-2,0,1000,192.0,5.0,16.0,,7.39,16087,15244,272,843,52.553,18.437,0.7493,5.775,,1.91,1.513,15.35,OpCA-PT2,5802.790412636274,0.0,Training
OpCA,2110017,SAR1,10,C- 2500,FLT-1,0,2000,201.0,0.94,3.1,,14.01,20976,16957,1678,4019,61.452,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6174.271488289391,3.038976841696361,SAR/ISR
OpCA,2110017,SAR1,100,D- 7000,FLT-3,0,7500,223.0,0.51,2.0,,-0.09,18435,16957,1678,1478,62.005,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6434.85071277819,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,101,D- 6000,FLT-3,0,6500,220.0,0.53,1.9,,-0.15,18435,16957,1678,1478,61.995,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6458.401992024523,-4.950628551011952,SAR/ISR
OpCA,2110017,SAR1,102,D- 5000,FLT-3,0,5500,217.0,0.52,1.9,,-0.24,18435,16957,1678,1478,61.986,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6478.200648068861,-4.95062855101196,SAR/ISR
OpCA,2110017,SAR1,103,D- 4000,FLT-3,0,4500,213.0,0.52,1.8,,-0.36,18435,16957,1678,1478,61.976,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6433.613503116796,-5.22418135450264,SAR/ISR
OpCA,2110017,SAR1,104,D- 3000,FLT-3,0,3500,210.0,0.53,1.8,,-0.49,18435,16957,1678,1478,61.966,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6444.69152245498,-5.224181354502632,SAR/ISR
OpCA,2110017,SAR1,105,D- 2000,FLT-3,0,2500,207.0,0.52,1.8,,-0.63,18435,16957,1678,1478,61.955,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6451.790829338689,-5.224181354502637,SAR/ISR
OpCA,2110017,SAR1,106,D- 1500,FLT-3,0,1750,205.0,0.26,0.9,,-0.71,18435,16957,1678,1478,61.947,21.537,0.8357,6.649,,1.85,1.97,19.31,OpCA-SAR1,6470.232804476414,-5.224181354502632,SAR/ISR
OpCA,2110017,SAR1,107,APPROACH,FLT-3,15,750,116.0,1.5,5.0,,4.97,18435,16957,1678,1478,42.382,16.094,0.4267,5.376,3.26,1.96,1.634,19.31,OpCA-SAR1,2133.765654687021,0.0,SAR/ISR
OpCA,2110017,SAR1,108,F/APPRO.,FLT-3,23,25,107.0,0.5,0.2,,-3.03,18435,16957,1678,1478,42.543,14.021,0.3897,4.818,3.477,1.97,1.519,19.31,OpCA-SAR1,1854.541149086245,0.0,SAR/ISR
OpCA,2110017,SAR1,11,C- 3500,FLT-1,0,3000,204.0,0.96,3.3,,13.78,20976,16957,1678,4019,61.463,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6173.383950006531,2.855110975277912,SAR/ISR
OpCA,2110017,SAR1,12,C- 4500,FLT-1,0,4000,207.0,1.0,3.4,,13.56,20976,16957,1678,4019,61.474,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6168.532998968165,2.771270008151057,SAR/ISR
OpCA,2110017,SAR1,13,C- 5500,FLT-1,0,5000,210.0,1.02,3.6,,13.24,20976,16957,1678,4019,61.483,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6159.786323279694,2.617530973646755,SAR/ISR
OpCA,2110017,SAR1,14,C- 6500,FLT-1,0,6000,213.0,1.09,3.9,,12.82,20976,16957,1678,4019,61.493,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6147.215084794404,2.416431036166851,SAR/ISR
OpCA,2110017,SAR1,15,C- 7500,FLT-1,0,7000,216.0,1.19,4.2,,12.39,20976,16957,1678,4019,61.502,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6130.893721250923,2.244012046112063,SAR/ISR
OpCA,2110017,SAR1,16,C- 8500,FLT-1,0,8000,219.0,1.29,4.8,,11.97,20976,16957,1678,4019,61.511,22.159,0.8195,7.206,,1.9,1.638,21.05,OpCA-SAR1,6110.899752016461,1.963745822394753,SAR/ISR
OpCA,2110017,SAR1,17,C- 9500,FLT-1,0,9000,222.0,1.43,5.3,,11.57,20976,16957,1678,4019,61.994,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6087.313587424709,1.778611966104863,SAR/ISR
OpCA,2110017,SAR1,18,C-10500,FLT-1,0,10000,226.0,1.59,5.9,,11.21,20976,16957,1678,4019,62.003,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6114.206657195726,1.597835240391109,SAR/ISR
OpCA,2110017,SAR1,19,C-11500,FLT-1,0,11000,229.0,1.75,6.7,,10.88,20976,16957,1678,4019,62.011,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6082.707743078108,1.407130845227615,SAR/ISR
OpCA,2110017,SAR1,20,C-12500,FLT-1,0,12000,233.0,1.95,7.6,,10.56,20976,16957,1678,4019,62.019,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6100.119105197501,1.240552498287564,SAR/ISR
OpCA,2110017,SAR1,21,C-13500,FLT-1,0,13000,236.0,2.21,8.7,,10.23,20976,16957,1678,4019,62.026,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6061.040189798538,1.083741147660489,SAR/ISR
OpCA,2110017,SAR1,22,C-14500,FLT-1,0,14000,240.0,2.56,10.2,,9.92,20976,16957,1678,4019,62.032,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6069.276888929508,0.9243974878405647,SAR/ISR
OpCA,2110017,SAR1,23,C-15000,FLT-1,0,14750,243.0,1.43,5.8,,9.77,20976,16957,1678,4019,62.037,22.048,0.7935,7.064,,1.95,1.645,21.05,OpCA-SAR1,6072.26026638291,0.8128482698594282,SAR/ISR
OpCA,2110017,SAR1,24,CRUISE,FLT-2,0,15000,265.0,10.44,46.0,,9.2,20976,16957,1678,4019,65.448,22.607,0.8654,7.077,,1.94,1.696,21.05,OpCA-SAR1,7162.927253550089,0.0,SAR/ISR
OpCA,2110017,SAR1,25,CRUISE,FLT-2,0,15000,265.0,11.88,52.5,,9.2,20976,16957,1678,4019,65.448,22.607,0.8654,7.077,,1.94,1.696,21.05,OpCA-SAR1,7162.927253550089,0.0,SAR/ISR
OpCA,2110017,SAR1,26,CRUISE,FLT-2,0,15000,257.0,2.92,12.5,,8.81,20327,16957,1678,3370,65.057,22.887,0.8484,7.181,,1.91,1.723,20.58,OpCA-SAR1,6736.976606190527,0.0,SAR/ISR
OpCA,2110017,SAR1,27,CRUISE,FLT-2,0,15000,257.0,2.91,12.5,,8.81,20327,16957,1678,3370,65.057,22.887,0.8484,7.181,,1.91,1.723,20.58,OpCA-SAR1,6736.976606190527,0.0,SAR/ISR
OpCA,2110017,SAR1,28,CRUISE,FLT-2,0,15000,257.0,10.0,42.9,,8.8,20327,16957,1678,3370,65.057,22.887,0.8484,7.181,,1.91,1.723,20.58,OpCA-SAR1,6736.976606190527,0.0,SAR/ISR
OpCA,2110017,SAR1,29,CRUISE,FLT-2,0,15000,258.0,10.0,42.9,,8.8,20327,16957,1678,3370,65.057,22.887,0.8484,7.181,,1.91,1.723,20.58,OpCA-SAR1,6789.506439377829,0.0,SAR/ISR
OpCA,2110017,SAR1,30,D-14000,FLT-3,0,14500,248.0,0.51,2.1,,0.0,20327,16957,1678,3370,65.157,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR1,6376.36937029992,-4.481160828076391,SAR/ISR
OpCA,2110017,SAR1,31,D-13000,FLT-3,0,13500,244.0,0.53,2.1,,0.02,20327,16957,1678,3370,65.15,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR1,6375.463108608696,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR1,32,D-12000,FLT-3,0,12500,241.0,0.53,2.2,,0.03,20327,16957,1678,3370,65.143,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR1,6422.764128302134,-4.278245866885832,SAR/ISR
OpCA,2110017,SAR1,33,D-11000,FLT-3,0,11500,237.0,0.53,2.1,,0.01,20327,16957,1678,3370,65.136,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR1,6412.624344956228,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR1,34,D-10000,FLT-3,0,10500,233.0,0.54,2.1,,0.0,20327,16957,1678,3370,65.128,22.651,0.825,7.02,,1.91,1.945,20.58,OpCA-SAR1,6397.335695928814,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR1,35,D- 9000,FLT-3,0,9500,230.0,0.55,2.1,,-0.03,20327,16957,1678,3370,65.096,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR1,6432.646041115047,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR1,36,D- 8000,FLT-3,0,8500,226.0,0.55,2.0,,-0.06,20327,16957,1678,3370,65.088,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR1,6407.63147944764,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,37,D- 7000,FLT-3,0,7500,223.0,0.56,2.1,,-0.09,20327,16957,1678,3370,65.079,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR1,6434.85071277819,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR1,38,D- 6000,FLT-3,0,6500,220.0,0.56,2.0,,-0.15,20327,16957,1678,3370,65.069,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR1,6458.401992024523,-4.704237067623303,SAR/ISR
OpCA,2110017,SAR1,39,D- 5000,FLT-3,0,5500,217.0,0.56,2.1,,-0.24,20327,16957,1678,3370,65.06,22.602,0.8577,7.004,,1.84,2.035,20.58,OpCA-SAR1,6478.200648068861,-4.481160828076377,SAR/ISR
OpCA,2110017,SAR1,40,CRUISE,FLT-2,0,5000,200.0,9.99,33.3,,7.72,20327,16957,1678,3370,62.058,22.165,0.8005,7.022,,1.86,1.802,20.58,OpCA-SAR1,5587.107776217409,0.0,SAR/ISR
OpCA,2110017,SAR1,41,CRUISE,FLT-2,0,5000,200.0,10.01,33.4,,7.69,20327,16957,1678,3370,62.058,22.165,0.8005,7.022,,1.86,1.802,20.58,OpCA-SAR1,5587.107776217409,0.0,SAR/ISR
OpCA,2110017,SAR1,42,D- 4000,FLT-3,0,4500,213.0,0.56,2.0,,-0.36,19661,16957,1678,2704,65.101,22.746,0.8656,7.037,,1.81,2.082,20.1,OpCA-SAR1,6433.613503116796,-4.70423706762331,SAR/ISR
OpCA,2110017,SAR1,43,D- 3000,FLT-3,0,3500,210.0,0.56,1.9,,-0.49,19661,16957,1678,2704,65.09,22.746,0.8656,7.037,,1.81,2.082,20.1,OpCA-SAR1,6444.69152245498,-4.950628551011952,SAR/ISR
OpCA,2110017,SAR1,44,D- 2000,FLT-3,0,2500,207.0,0.55,1.9,,-0.63,19661,16957,1678,2704,65.079,22.746,0.8656,7.037,,1.81,2.082,20.1,OpCA-SAR1,6451.790829338689,-4.950628551011955,SAR/ISR
OpCA,2110017,SAR1,45,D- 1500,FLT-3,0,1750,205.0,0.28,1.0,,-0.71,19661,16957,1678,2704,65.071,22.746,0.8656,7.037,,1.81,2.082,20.1,OpCA-SAR1,6470.232804476414,-4.704237067623303,SAR/ISR
OpCA,2110017,SAR1,46,CRUISE,FLT-4,10,1500,138.0,14.97,34.4,,7.09,19661,16957,1678,2704,50.776,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR1,2953.815336670485,0.0,SAR/ISR
OpCA,2110017,SAR1,47,CRUISE,FLT-4,10,1500,137.0,15.03,34.4,,7.04,19661,16957,1678,2704,50.776,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR1,2911.161523522807,0.0,SAR/ISR
OpCA,2110017,SAR1,48,D- 1000,FLT-3,10,1250,136.0,0.45,1.0,,-1.42,19661,16957,1678,2704,52.066,17.64,0.5247,5.774,3.322,1.91,1.707,20.1,OpCA-SAR1,2890.083514361937,-4.704237067623306,SAR/ISR
OpCA,2110017,SAR1,49,CRUISE,FLT-4,10,1000,136.0,14.89,33.7,,6.99,19661,16957,1678,2704,50.77,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR1,2911.469495228963,0.0,SAR/ISR
OpCA,2110017,SAR1,50,CRUISE,FLT-4,10,1000,135.0,14.97,33.8,,6.95,19661,16957,1678,2704,50.77,18.171,0.5307,6.079,3.236,1.91,1.665,20.1,OpCA-SAR1,2868.811178122181,0.0,SAR/ISR
